alternativa,x1,x2,x3,ganancia,tiempo,metodo,alternativas_equivalentes,ganancia_normalizada,tiempo_normalizado,distancia_ideal_positiva,distancia_ideal_negativa,puntaje_topsis,ranking_topsis,puntaje_suma_ponderada,ranking_suma_ponderada
159,0,50,9,4060.0,75.3,MOPSO,1,0.6203904555314533,0.3921800947867298,0.3583114718457554,0.366977364445497,0.5059740976043713,126,0.5062852751590916,129
160,5,50,7,4080.0,75.9,NSGA-II,1,0.6247288503253796,0.38507109004739326,0.36019647418930006,0.3669352397968742,0.5046337998171079,152,0.5048999701863864,161
161,2,45,12,4085.0,76.0,MOPSO,1,0.6258134490238612,0.3838862559241705,0.36042049073636034,0.36708688701267256,0.5045816691893418,153,0.5048498524740158,164
162,1,50,9,4100.0,76.1,Ambos,1,0.6290672451193059,0.38270142180094785,0.36008632412587965,0.368166394830673,0.5055475733172404,135,0.5058843334601268,138
163,4,50,8,4130.0,76.8,MOPSO,1,0.6355748373101953,0.3744075829383886,0.3619984708139248,0.3688280127592153,0.5046724784184683,150,0.5049912101242919,158
164,0,43,15,4145.0,77.1,MOPSO,1,0.6388286334056399,0.3708530805687204,0.36272255315788765,0.3693352238232319,0.5045164950583577,157,0.5048408569871802,165
165,2,49,10,4165.0,77.39999999999999,MOPSO,1,0.6431670281995662,0.36729857819905215,0.36319445855934746,0.37032825699307187,0.5048626976925603,146,0.5052328031993092,151
166,0,49,11,4175.0,77.5,MOPSO,1,0.6453362255965293,0.3661137440758293,0.36317976895873455,0.37097780178482254,0.5053108713550277,139,0.5057249848361793,143
167,0,48,12,4200.0,78.0,MOPSO,1,0.6507592190889371,0.3601895734597156,0.36446073346830854,0.37189517678316797,0.5050481317596204,143,0.5054743962743263,146
168,0,47,13,4225.0,78.5,MOPSO,1,0.6561822125813449,0.3542654028436018,0.36578130109062273,0.37285354757601835,0.5047873766700506,148,0.5052238077124733,152
169,0,50,11,4240.0,78.7,MOPSO,1,0.6594360086767896,0.3518957345971563,0.3660679482757796,0.3737266573203092,0.5051762401250197,141,0.505665871636973,144
170,0,46,14,4250.0,79.0,MOPSO,1,0.6616052060737527,0.3483412322274881,0.3671410444812647,0.37385259888546235,0.5045287530218846,155,0.5049732191506204,159
171,0,49,12,4265.0,79.2,MOPSO,1,0.6648590021691974,0.34597156398104256,0.3674481880307854,0.3747445182550738,0.504915387985818,145,0.50541528307512,147
172,0,48,13,4290.0,79.69999999999999,MOPSO,1,0.6702819956616052,0.34004739336492895,0.36886698327083933,0.37580253572933314,0.5046567989427019,151,0.5051646945132671,153
173,0,44,16,4300.0,80.0,MOPSO,1,0.6724511930585684,0.3364928909952606,0.3699763183734137,0.37597143267016986,0.504018454568273,166,0.5044720420269144,173
174,0,50,12,4330.0,80.4,MOPSO,1,0.6789587852494577,0.33175355450236954,0.37068206508027923,0.3778377472515074,0.5047798882890804,149,0.5053561698759137,150
175,0,46,15,4340.0,80.69999999999999,MOPSO,1,0.6811279826464208,0.3281990521327015,0.3718184627632623,0.37803767886441775,0.5041469394960527,163,0.5046635173895612,169
176,0,49,13,4355.0,80.89999999999999,MOPSO,1,0.6843817787418656,0.32582938388625593,0.3721964807804253,0.37899314191604344,0.5045239317272594,156,0.5051055813140608,155
177,1,50,12,4370.0,81.2,MOPSO,1,0.6876355748373102,0.32227488151658756,0.3731229255656147,0.37970507734239234,0.5043716172554312,160,0.5049552281769489,160
178,0,48,14,4380.0,81.39999999999999,MOPSO,1,0.6898047722342733,0.3199052132701422,0.3737479091131353,0.3801874436625284,0.5042706145325836,161,0.5048549927522077,162
179,0,47,15,4405.0,81.89999999999999,MOPSO,1,0.6952277657266811,0.3139810426540285,0.37533589111021765,0.3814202870140181,0.5040200503667335,165,0.5046044041903548,172
180,0,50,13,4420.0,82.1,MOPSO,1,0.6984815618221258,0.31161137440758296,0.375763312607232,0.3824193185711396,0.50438944766682,159,0.5050464681148544,157
181,0,49,14,4445.0,82.6,MOPSO,1,0.7039045553145337,0.3056872037914692,0.37740653523170237,0.38370766527214395,0.504139411690954,164,0.5047958795530014,166
182,1,50,13,4460.0,82.89999999999999,MOPSO,1,0.7071583514099783,0.302132701421801,0.3784094996078174,0.38449873316999156,0.503990803414845,169,0.5046455264158897,170
183,0,44,18,4480.0,83.39999999999999,MOPSO,1,0.7114967462039046,0.2962085308056872,0.380314527582639,0.38534630969454187,0.5032859079803468,176,0.5038526385047959,184
184,0,47,16,4495.0,83.6,MOPSO,1,0.7147505422993492,0.2938388625592417,0.38079876744487406,0.3863966921660053,0.5036483041251073,170,0.5042947024292954,176
185,0,50,14,4510.0,83.8,MOPSO,1,0.7180043383947939,0.29146919431279616,0.38129301585916703,0.38745468160389296,0.5040075994790306,167,0.504736766353795,168
186,1,44,18,4520.0,84.2,MOPSO,1,0.720173535791757,0.2867298578199051,0.38309827257405504,0.38757706750407206,0.5029057598550883,186,0.5034516968058311,191
187,1,50,14,4550.0,84.6,MOPSO,1,0.7266811279826464,0.2819905213270142,0.3841356587408579,0.389738410951632,0.5036199379389938,172,0.5043358246548303,175
188,0,48,16,4560.0,84.8,MOPSO,1,0.7288503253796096,0.27962085308056867,0.38485979959041944,0.39032378171316556,0.5035243149194095,173,0.5042355892300892,177
189,2,47,16,4575.0,85.2,MOPSO,1,0.7321041214750542,0.2748815165876776,0.38651164818050404,0.39100392991704785,0.5028888692793332,187,0.5034928190313659,190
190,2,50,14,4590.0,85.39999999999999,MOPSO,1,0.735357917570499,0.27251184834123227,0.38706409113882967,0.39211413339102413,0.5032406207541511,179,0.5039348829558656,181
191,0,50,15,4600.0,85.5,MOPSO,1,0.737527114967462,0.2713270142180094,0.3872519643545223,0.3929263906753681,0.5036366212182477,171,0.5044270645927358,174
192,0,49,16,4625.0,86.0,MOPSO,1,0.7429501084598699,0.26540284360189564,0.38913610373780977,0.3944659468992554,0.5034008609064421,175,0.5041764760308828,178
193,2,48,16,4640.0,86.39999999999999,MOPSO,1,0.7462039045553145,0.26066350710900477,0.39084233003326435,0.39521061825056114,0.5027786221181592,188,0.5034337058321596,192
194,0,48,17,4650.0,86.5,MOPSO,1,0.7483731019522777,0.2594786729857819,0.39105240428362587,0.3960402383155456,0.5031685177582415,180,0.5039258874690298,182
195,1,49,16,4665.0,86.8,MOPSO,1,0.7516268980477223,0.2559241706161137,0.3922174261958266,0.39700131453635856,0.5030307746715997,183,0.503775534331918,186
196,1,45,19,4675.0,87.1,MOPSO,1,0.7537960954446855,0.25236966824644547,0.3935630430998992,0.3974603763139397,0.5024634752381437,194,0.5030828818455655,197
197,0,50,16,4690.0,87.2,MOPSO,1,0.7570498915401301,0.2511848341232226,0.39362066378930366,0.3988164863613444,0.5032783814905992,177,0.5041173628316764,179
198,0,49,17,4715.0,87.7,MOPSO,1,0.762472885032538,0.2452606635071089,0.39561679577417325,0.40047399836749364,0.5030506586862064,181,0.5038667742698234,183
199,1,50,16,4730.0,88.0,MOPSO,1,0.7657266811279827,0.24170616113744067,0.39682916160239123,0.40148450110903217,0.5029157333283159,185,0.5037164211327116,187
200,1,46,19,4740.0,88.3,MOPSO,1,0.7678958785249458,0.23815165876777247,0.39821012614071083,0.40198889687074685,0.5023611443030824,197,0.5030237686463591,199
201,0,47,19,4765.0,88.7,MOPSO,1,0.7733188720173536,0.2334123222748814,0.39970020059523215,0.40388840971484474,0.5026059410654111,191,0.5033655971461175,193
202,0,50,17,4780.0,88.9,MOPSO,1,0.7765726681127982,0.23104265402843588,0.4003795613408187,0.40510671953212957,0.5029343505299568,184,0.503807661070617,185
203,0,46,20,4790.0,89.19999999999999,MOPSO,1,0.7787418655097614,0.22748815165876782,0.40178654715709666,0.4056444724887626,0.5023890123346718,196,0.5031150085842646,196
204,0,49,18,4805.0,89.39999999999999,MOPSO,1,0.7819956616052061,0.2251184834123223,0.402482066776947,0.40687699195924926,0.5027150651703086,190,0.5035570725087641,188
205,3,50,16,4810.0,89.6,MOPSO,1,0.7830802603036876,0.22274881516587677,0.4034766343284219,0.4070723918221098,0.5022180999400866,200,0.5029145377347822,203
206,0,45,21,4815.0,89.7,MOPSO,1,0.7841648590021691,0.22156398104265393,0.4039020437246249,0.4074325477270322,0.5021757386154867,201,0.5028644200224115,205
207,6,40,22,4820.0,90.2,NSGA-II,1,0.7852494577006508,0.21563981042654018,0.4066136687340879,0.4071600541126181,0.5003357108752653,251,0.5004446340635955,251
208,0,47,20,4855.0,90.39999999999999,MOPSO,1,0.7928416485900217,0.2132701421800948,0.4067734171944586,0.4105124947198505,0.5022874966213656,199,0.5030558953850582,198
209,0,50,18,4870.0,90.6,MOPSO,1,0.7960954446854663,0.21090047393364927,0.40750924213941364,0.4117787533841408,0.50260562297205,192,0.5034979593095578,189
210,0,46,21,4880.0,90.89999999999999,MOPSO,1,0.7982646420824295,0.20734597156398107,0.40896135619089347,0.4123768879080157,0.5020792479472724,203,0.5028053068232053,206
211,0,49,19,4895.0,91.1,MOPSO,1,0.8015184381778742,0.20497630331753552,0.40971258482929274,0.4136565881443269,0.5023950394570794,195,0.5032473707477049,194
212,0,45,22,4905.0,91.4,Ambos,1,0.8036876355748374,0.20142180094786716,0.4111768732636679,0.4142718182162995,0.5018747046203919,208,0.5025547182613522,213
213,2,48,19,4910.0,91.5,MOPSO,1,0.8047722342733189,0.20023696682464448,0.4116232469578452,0.41465443200947566,0.5018342411563236,209,0.5025046005489817,214
214,0,47,21,4945.0,92.1,MOPSO,1,0.8123644251626898,0.19312796208530805,0.4142009157743184,0.41750280508313103,0.5019850153516234,205,0.502746193623999,208
215,0,50,19,4960.0,92.3,MOPSO,1,0.8156182212581344,0.1907582938388625,0.41499059607496014,0.4188143411813273,0.502292949426484,198,0.5031882575484985,195
216,1,44,23,4970.0,92.7,MOPSO,1,0.8177874186550976,0.18601895734597146,0.4170631135093681,0.4193385608916292,0.5013602599390347,221,0.5019031880005346,225
217,0,49,20,4985.0,92.8,MOPSO,1,0.8210412147505423,0.18483412322274875,0.4172893640748546,0.4207945845143947,0.5020912108175061,202,0.5029376689866455,202
218,1,50,19,5000.0,93.1,MOPSO,1,0.824295010845987,0.18127962085308055,0.41868105475531353,0.4219966130913323,0.5019719557577326,206,0.5027873158495337,207
219,0,48,21,5010.0,93.3,MOPSO,1,0.8264642082429501,0.17890995260663503,0.419613970498238,0.422803695184998,0.5018931966978454,207,0.5026870804247926,210
220,2,47,21,5025.0,93.7,MOPSO,1,0.8297180043383948,0.17417061611374396,0.42160115314609026,0.4239007461189263,0.5013598981704431,222,0.5019443102260694,223
221,2,50,19,5040.0,93.89999999999999,MOPSO,1,0.8329718004338394,0.1718009478672986,0.4224370040029099,0.42525215637492486,0.5016604862387039,215,0.502386374150569,216
222,0,50,20,5050.0,94.0,MOPSO,1,0.8351409978308026,0.17061611374407576,0.42280495543962204,0.4261954787790927,0.5019967736186064,204,0.5028785557874392,204
223,0,46,23,5060.0,94.3,MOPSO,1,0.8373101952277657,0.16706161137440753,0.42433899532774094,0.4269068824191561,0.5015083110283065,217,0.5021859033010866,219
224,0,49,21,5075.0,94.5,MOPSO,1,0.8405639913232104,0.164691943127962,0.4251938942230137,0.42827306115388286,0.5018039169006291,210,0.5026279672255862,211
225,1,50,20,5090.0,94.8,MOPSO,1,0.8438177874186551,0.16113744075829378,0.42663897994216066,0.42953280817018136,0.5016899810687511,214,0.5024776140884745,215
226,0,48,22,5100.0,95.0,MOPSO,1,0.8459869848156182,0.15876777251184826,0.4276071998373221,0.43037808496303426,0.5016147626152783,216,0.5023773786637332,217
227,5,45,22,5105.0,95.4,NSGA-II,1,0.8470715835140998,0.1540284360189572,0.42984153697421346,0.4304808435631981,0.5003715505968731,250,0.5005500097665285,250
228,5,48,20,5120.0,95.6,MOPSO,1,0.8503253796095445,0.15165876777251183,0.43072187612375806,0.43187198133543947,0.5006666551127942,244,0.5009920736910282,245
229,0,50,21,5140.0,95.7,MOPSO,1,0.8546637744034707,0.150473933649289,0.43093420491995,0.4339045321224121,0.5017172722926455,211,0.5025688540263799,212
230,0,46,24,5150.0,96.0,MOPSO,1,0.8568329718004338,0.14691943127962076,0.43250527589030086,0.4346688569623692,0.5012474893963618,224,0.5018762015400273,226
231,3,50,20,5170.0,96.39999999999999,MOPSO,1,0.8611713665943601,0.14218009478672988,0.43449061532827765,0.4364147402401646,0.50110466935275,230,0.501675730690545,232
232,1,50,21,5180.0,96.5,MOPSO,1,0.8633405639913232,0.140995260663507,0.43490370878298046,0.4373890124827172,0.5014245812432825,220,0.5021679123274151,220
233,0,48,23,5190.0,96.69999999999999,MOPSO,1,0.8655097613882863,0.13862559241706165,0.4359052346326819,0.43827052203273653,0.5013528671900457,223,0.502067676902674,221
234,1,49,22,5205.0,97.0,MOPSO,1,0.868763557483731,0.1350710900473933,0.43741428392204185,0.43960047718877054,0.5012463833920864,225,0.5019173237655622,224
235,2,50,21,5220.0,97.3,MOPSO,1,0.8720173535791758,0.13151658767772506,0.4389313714192175,0.4409395870688019,0.5011411989617393,228,0.5017669706284504,228
236,0,50,22,5230.0,97.4,MOPSO,1,0.8741865509761388,0.13033175355450222,0.43936086615414066,0.4419243407790945,0.5014543955826012,219,0.5022591522653206,218
237,4,45,24,5245.0,98.0,MOPSO,1,0.8774403470715835,0.12322274881516579,0.44265088295437965,0.44302522741223954,0.5002113325923991,252,0.5003315479433746,253
238,3,50,21,5260.0,98.1,MOPSO,1,0.8806941431670282,0.12203791469194311,0.4430156065854569,0.44455467223702194,0.5008670105834352,238,0.5013660289294857,239
239,1,50,22,5270.0,98.2,MOPSO,1,0.8828633405639913,0.12085308056872025,0.4434580879094823,0.4455482985027436,0.5011755880633739,227,0.5018582105663558,227
240,0,48,24,5280.0,98.39999999999999,MOPSO,1,0.8850325379609545,0.1184834123222749,0.4444910043180514,0.4464641397260083,0.5011073146724304,229,0.5017579751416147,229
241,1,49,23,5295.0,98.69999999999999,MOPSO,1,0.8882863340563991,0.11492890995260668,0.446046740150693,0.44784519245333293,0.5010059674083861,232,0.5016076220045029,234
242,0,47,25,5305.0,98.89999999999999,MOPSO,1,0.8904555314533622,0.11255924170616115,0.4470881037531386,0.4487707199643699,0.5009391079072298,235,0.5015073865797617,236
243,2,50,22,5310.0,99.0,MOPSO,1,0.8915401301518439,0.1113744075829383,0.44761003866816174,0.4492349224892298,0.5009058889163905,236,0.5014572688673911,237
244,0,50,23,5320.0,99.1,MOPSO,1,0.8937093275488069,0.11018957345971561,0.4480681594997377,0.4502382991947083,0.5012079060953888,226,0.5019494505042613,222
245,0,49,24,5345.0,99.6,MOPSO,1,0.8991323210412148,0.10426540284360188,0.4506980023256891,0.4525787790460078,0.5010410855000947,231,0.5016988619424083,231
246,1,50,23,5360.0,99.89999999999999,MOPSO,1,0.9023861171366594,0.10071090047393366,0.4522856825763063,0.4539943253707163,0.500942668258389,234,0.5015485088052966,235
247,1,49,24,5385.0,100.39999999999999,MOPSO,1,0.9078091106290672,0.09478672985781991,0.4549478608930102,0.456372081063872,0.5007814051379157,240,0.5012979202434436,240
248,0,47,26,5395.0,100.6,MOPSO,1,0.9099783080260304,0.09241706161137438,0.45601828227604757,0.45732959513757626,0.5007178605726005,242,0.5011976848187024,242
249,2,50,23,5400.0,100.69999999999999,MOPSO,1,0.911062906724512,0.0912322274881517,0.4565546711283434,0.4578097146582209,0.5006862928764425,243,0.5011475671063318,243
250,0,50,24,5410.0,100.8,MOPSO,1,0.913232104121475,0.09004739336492885,0.457040045859536,0.45883041776073297,0.5009774154595608,233,0.5016397487432019,233
251,2,49,24,5425.0,101.2,MOPSO,1,0.9164859002169198,0.08530805687203778,0.4592482867920646,0.4602238232272697,0.5005304872347806,246,0.5008969785444788,247
252,0,49,25,5435.0,101.3,MOPSO,1,0.9186550976138829,0.0841232227488151,0.4597410315199807,0.461249364492142,0.5008188646579219,239,0.5013891601813489,238
253,1,50,24,5450.0,101.6,MOPSO,1,0.9219088937093276,0.08056872037914689,0.4613708104190545,0.4627113914212318,0.5007253580896299,241,0.5012388070442373,241
254,8,50,21,5460.0,102.1,MOPSO,1,0.9240780911062907,0.07464454976303316,0.4642323894164765,0.46354399124354206,0.4996290064134614,268,0.4993613204346619,268
255,2,50,24,5490.0,102.39999999999999,MOPSO,1,0.93058568329718,0.07109004739336494,0.46574994562935285,0.46664855855238385,0.5004818824343883,248,0.5008378653452725,248
256,2,42,30,5510.0,103.0,MOPSO,2,0.9349240780911063,0.06398104265402835,0.4691392021893215,0.4685553877647769,0.4996886969212585,267,0.49945256037256736,267
257,1,50,25,5540.0,103.3,MOPSO,1,0.9414316702819957,0.06042654028436013,0.4706985594432954,0.47168446990034707,0.5005230943392186,247,0.5009291052831779,246
258,1,46,28,5550.0,103.6,Ambos,1,0.9436008676789588,0.05687203791469191,0.4724063968115146,0.47265659473370675,0.5001323710289315,256,0.5002364527968254,256
259,5,45,27,5555.0,103.9,MOPSO,1,0.9446854663774403,0.05331753554502353,0.4741485490161362,0.47309443824181574,0.49944359008749656,269,0.4990015009612319,269
260,0,50,26,5590.0,104.2,MOPSO,1,0.9522776572668112,0.04976303317535532,0.47571727820104576,0.47678850028088393,0.5005623178898423,245,0.5010203452210833,244
261,0,49,27,5615.0,104.7,MOPSO,1,0.9577006507592191,0.043838862559241576,0.4785481573724316,0.47935174515566326,0.5004194528990503,249,0.5007697566592303,249
262,3,49,26,5645.0,105.39999999999999,MOPSO,1,0.9642082429501084,0.03554502369668247,0.48255943965198506,0.4824315973489229,0.4999337598489726,265,0.49987663332339544,265
263,7,48,25,5650.0,105.69999999999999,MOPSO,1,0.96529284164859,0.03199052132701426,0.4843157383467874,0.4829113954942418,0.4992740366743191,271,0.49864168148780214,271
264,1,48,28,5680.0,106.0,MOPSO,1,0.9718004338394793,0.028436018957345873,0.4859865699767568,0.48610819021714263,0.5000625557529811,258,0.5001182263984126,258
265,0,46,30,5690.0,106.19999999999999,MOPSO,1,0.9739696312364425,0.02606635071090051,0.48714072230607797,0.4871591878457789,0.500009476311405,260,0.5000179909736715,260
266,4,45,29,5695.0,106.5,NSGA-II,1,0.9750542299349241,0.02251184834123213,0.48890320567506357,0.48765703486921175,0.4993619590706683,270,0.4987830391380781,270
267,3,50,26,5710.0,106.6,MOPSO,1,0.9783080260303688,0.021327014218009446,0.48945667704969953,0.48927023088751576,0.49990475067065615,266,0.4998175201241891,266
268,1,50,27,5720.0,106.7,MOPSO,1,0.9804772234273319,0.020142180094786598,0.4900261436991153,0.4903420472177409,0.5001611147324811,254,0.5003097017610593,254
269,2,50,27,5760.0,107.5,MOPSO,1,0.9891540130151844,0.01066350710900464,0.49469797139252786,0.49460574497469884,0.4999533882177419,264,0.4999087600620945,264
270,0,50,28,5770.0,107.6,MOPSO,1,0.9913232104121475,0.009478672985781958,0.4952796649236569,0.49568426259651877,0.5002041434913146,253,0.5004009416989648,252
271,0,49,29,5795.0,108.1,NSGA-II,1,0.9967462039045553,0.0035545023696682133,0.4982254050469502,0.49837627087503805,0.5000756901331458,257,0.5001503531371118,257
272,1,50,28,5810.0,108.39999999999999,Ambos,1,1.0,0.0,0.5,0.5,0.49999999999949996,261,0.5,261
